t,train_loss,train_contrast_acc,train_epoch,lr,data_time,it_time,test_loss,test_contrast_acc
48,5.210583,0.06852213,0.12307692307692308,0.3692307692307692,2.0778396129608154,17.636619567871094,,
96,4.93956,0.10091146,0.24615384615384617,0.7384615384615384,0.010678291320800781,13.004475116729736,,
144,4.7878413,0.13492839,0.36923076923076925,1.1076923076923069,0.011330842971801758,12.899351835250854,,
192,4.6724896,0.18237305,0.49230769230769234,1.476923076923076,0.011463165283203125,13.102876901626587,,
240,4.652909,0.19148763,0.6153846153846154,1.846153846153844,0.013302326202392578,13.620826721191406,,
288,4.588513,0.21736653,0.7384615384615385,2.215384615384614,0.010515928268432617,12.794792652130127,,
336,4.5771165,0.21500652,0.8615384615384616,2.584615384615384,0.01040029525756836,12.756168127059937,,
384,4.5344005,0.23592122,0.9846153846153847,2.9538461538461522,0.011307001113891602,12.998044490814209,,
432,4.5289383,0.24202473,1.1076923076923078,3.3230769230769233,0.011840105056762695,12.734089612960815,,
480,4.514445,0.25341797,1.2307692307692308,3.692307692307695,0.010157585144042969,12.73528265953064,,
528,4.470512,0.27897134,1.353846153846154,3.6999909823814,0.010541677474975586,12.739694356918335,,
576,4.475553,0.27547202,1.476923076923077,3.699963337567009,0.010299205780029297,12.743308305740356,,
624,4.4318357,0.30411783,1.6,3.6999170636423524,0.010169506072998047,12.733436584472656,,
672,4.4195795,0.3269043,1.7230769230769232,3.6998521610734088,0.010823249816894531,12.800773620605469,,
720,4.4133754,0.32600912,1.8461538461538463,3.6997686305137494,0.011142253875732422,12.748647212982178,,
768,4.4094596,0.32535806,1.9692307692307693,3.6996664728045228,0.010523319244384766,12.75243353843689,,
816,4.38819,0.3383789,2.0923076923076924,3.699545688974458,0.011802434921264648,12.756581783294678,,
864,4.381639,0.3449707,2.2153846153846155,3.699406280239847,0.010418176651000977,12.749283075332642,,
912,4.378478,0.35489908,2.3384615384615386,3.699248248004531,0.01047062873840332,12.748439073562622,,
960,4.373462,0.35595703,2.4615384615384617,3.6990715938598955,0.010576486587524414,12.758730173110962,,
1008,4.363521,0.3720703,2.5846153846153848,3.6988763195848446,0.010662555694580078,12.756407499313354,,
1056,4.3548036,0.36775717,2.707692307692308,3.698662427145789,0.01119685173034668,12.821239709854126,,
1104,4.3448253,0.38549805,2.830769230769231,3.6984299186966236,0.010297775268554688,12.756605863571167,,
1152,4.338836,0.38370767,2.953846153846154,3.698178796578703,0.010118961334228516,12.753111839294434,,
1200,4.334252,0.39241537,3.076923076923077,3.697909063320826,0.01161646842956543,12.755825757980347,,
1248,4.3238745,0.3995768,3.2,3.6976207216392054,0.010202646255493164,12.756280422210693,,
1296,4.3172445,0.40356445,3.3230769230769233,3.697313774437437,0.010317087173461914,12.751022577285767,,
1344,4.3365464,0.3775228,3.4461538461538463,3.6969882248064767,0.010278701782226562,12.753329992294312,,
1392,4.3171396,0.41357422,3.5692307692307694,3.696644076024604,0.01044011116027832,12.755017280578613,,
1440,4.3211427,0.4025065,3.6923076923076925,3.696281331557397,0.010689973831176758,12.756387948989868,,
1488,4.3198447,0.41064453,3.8153846153846156,3.6958999950576814,0.01064920425415039,12.755312204360962,,
1536,4.306052,0.42163086,3.9384615384615387,3.6955000703655174,0.010863780975341797,12.764209270477295,,
1584,4.326858,0.4091797,4.061538461538461,3.69508156150814,0.01193094253540039,12.754985809326172,,
1632,4.313679,0.41609702,4.184615384615385,3.694644472699929,0.010298013687133789,12.75771188735962,,
1680,4.3101773,0.4181315,4.3076923076923075,3.6941888083423633,0.010230064392089844,12.75236201286316,,
1728,4.296194,0.42936197,4.430769230769231,3.693714573023979,0.010421037673950195,12.756293773651123,,
1776,4.298843,0.42651367,4.553846153846154,3.693221771520321,0.010593414306640625,12.753649234771729,,
1824,4.3017335,0.43229166,4.676923076923077,3.6927104087938964,0.010203123092651367,12.747253894805908,,
1872,4.28384,0.4358724,4.8,3.6921804899941186,0.010676383972167969,12.757246494293213,,
1920,4.286653,0.4416504,4.923076923076923,3.6916320204572632,0.010114669799804688,12.754040479660034,,
1968,4.2888064,0.45369467,5.046153846153846,3.691065005706415,0.012313365936279297,12.78105902671814,,
2016,4.279897,0.4527181,5.1692307692307695,3.6904794514514063,0.010654449462890625,12.758512020111084,,
2064,4.2746634,0.44889322,5.292307692307692,3.689875363588762,0.009945869445800781,12.6925368309021,,
2112,4.280084,0.44344077,5.415384615384616,3.6892527482016386,0.010346412658691406,12.771601438522339,,
2160,4.270947,0.46183267,5.538461538461538,3.6886116115597667,0.016754150390625,13.876813411712646,,
2208,4.2665153,0.45141602,5.661538461538462,3.6879519601193884,0.01104879379272461,12.765390157699585,,
2256,4.2672505,0.4597982,5.7846153846153845,3.687273800523179,0.010367393493652344,12.749205827713013,,
2304,4.2683563,0.46110025,5.907692307692308,3.6865771396002027,0.010404586791992188,12.754565954208374,,
2352,4.271417,0.4489746,6.030769230769231,3.6858619843658262,0.012246370315551758,12.748544454574585,,
2400,4.2626667,0.45890298,6.153846153846154,3.685128342021657,0.010210275650024414,12.754652738571167,,
2448,4.2634063,0.46354166,6.276923076923077,3.6843762199554666,0.010532855987548828,12.754297494888306,,
2496,4.2571073,0.46801758,6.4,3.6836056257411136,0.011541604995727539,12.752675771713257,,
2544,4.258987,0.47452798,6.523076923076923,3.682816567138472,0.010550737380981445,12.758743524551392,,
2592,4.2622685,0.4650879,6.6461538461538465,3.6820090520933517,0.011667013168334961,12.936315059661865,,
2640,4.260277,0.46875,6.769230769230769,3.681183088737424,0.010373592376708984,12.748610019683838,,
2688,4.25707,0.4752604,6.892307692307693,3.680338685388132,0.010834693908691406,12.755131244659424,,
2736,4.246081,0.47314453,7.015384615384615,3.679475850548604,0.01181340217590332,12.7586669921875,,
2784,4.2499137,0.4790853,7.138461538461539,3.678594592907578,0.010366678237915039,12.764281034469604,,
2832,4.2498093,0.47338867,7.2615384615384615,3.6776949213393113,0.011488676071166992,13.141826868057251,,
2880,4.24881,0.4794922,7.384615384615385,3.6767768449034834,0.010527610778808594,12.738878965377808,,
2928,4.248674,0.48404947,7.507692307692308,3.6758403728451166,0.010282516479492188,12.74111008644104,,
2976,4.2473717,0.49251303,7.630769230769231,3.6748855145944765,0.010775089263916016,12.731058835983276,,
3024,4.23701,0.49601236,7.753846153846154,3.6739122797669674,0.010096311569213867,12.73188042640686,,
3072,4.243242,0.48779297,7.876923076923077,3.672920678163058,0.01049184799194336,12.735393047332764,,
3120,4.2383103,0.48771158,8.0,3.6719107197681637,0.01151895523071289,12.73872447013855,,
3168,4.2292275,0.49902344,8.123076923076923,3.6708824147525547,0.010239839553833008,12.738507509231567,,
3216,4.239301,0.4880371,8.246153846153845,3.669835773471252,0.01015782356262207,12.736976861953735,,
3264,4.2401867,0.49015298,8.36923076923077,3.6687708064639195,0.010244369506835938,12.735755443572998,,
3312,4.2407575,0.49064127,8.492307692307692,3.667687524454767,0.010259151458740234,12.736201286315918,,
3360,4.2308426,0.5019531,8.615384615384615,3.6665859383524313,0.010385990142822266,12.731787919998169,,
3408,4.2395844,0.4938151,8.738461538461538,3.66546605924987,0.010129451751708984,12.734766960144043,,
3456,4.2352576,0.5021159,8.861538461538462,3.6643278984242547,0.010399580001831055,12.739240169525146,,
3504,4.23762,0.49283853,8.984615384615385,3.66317146733685,0.010379314422607422,12.73579454421997,,
3552,4.2364087,0.49308267,9.107692307692307,3.6619967776329063,0.012643814086914062,12.734081983566284,,
3600,4.2319717,0.50390625,9.23076923076923,3.6608038411415347,0.010458230972290039,12.730584383010864,,
3648,4.238145,0.50374347,9.353846153846154,3.6595926698755914,0.01041102409362793,12.733365535736084,,
3696,4.23969,0.4975586,9.476923076923077,3.6583632760315634,0.010580778121948242,12.736413955688477,,
3744,4.2257752,0.50179034,9.6,3.6571156719894296,0.010799646377563477,12.864192247390747,,
3792,4.2143836,0.51416016,9.723076923076922,3.6558498703125446,0.010215520858764648,12.68705701828003,,
3840,4.2369056,0.49658203,9.846153846153847,3.654565883747522,0.010066986083984375,12.686570167541504,,
3888,4.210211,0.51985675,9.96923076923077,3.6532637252240954,0.010681867599487305,12.690509557723999,,
3936,4.214597,0.51497394,10.092307692307692,3.65194340785498,0.011761665344238281,12.688971757888794,,
3984,4.2120686,0.5201009,10.215384615384615,3.650604944935758,0.01002955436706543,12.685351133346558,,
4032,4.214199,0.5262858,10.338461538461539,3.64924834994474,0.010086774826049805,12.688035726547241,,
4080,4.219825,0.5148926,10.461538461538462,3.647873636542818,0.00997304916381836,12.68413233757019,,
4128,4.218718,0.5171712,10.584615384615384,3.6464808185733455,0.00993657112121582,12.683909177780151,,
4176,4.20976,0.51782227,10.707692307692307,3.6450699100619812,0.010066032409667969,12.690178394317627,,
4224,4.2221575,0.5183919,10.830769230769231,3.643640925216556,0.009992837905883789,12.684748888015747,,
4272,4.219033,0.5227051,10.953846153846154,3.6421938784269354,0.010588884353637695,12.689923763275146,,
4320,4.2077427,0.5309245,11.076923076923077,3.6407287842648635,0.011304140090942383,12.684863567352295,,
4368,4.215921,0.51953125,11.2,3.6392456574838215,0.010542869567871094,12.682833671569824,,
4416,4.209297,0.53149414,11.323076923076924,3.6377445130188795,0.009972333908081055,12.689589023590088,,
4464,4.211673,0.5258789,11.446153846153846,3.636225365986545,0.010024309158325195,12.686780214309692,,
4512,4.214735,0.53011066,11.569230769230769,3.6346882316846125,0.010149717330932617,12.685073375701904,,
4560,4.208504,0.5333659,11.692307692307692,3.6331331255920065,0.010071516036987305,12.694159030914307,,
4608,4.209057,0.53100586,11.815384615384616,3.6315600633686316,0.010160446166992188,12.68665599822998,,
4656,4.2135863,0.52783203,11.938461538461539,3.6299690608552018,0.01040196418762207,12.689202308654785,,
4704,4.2109847,0.53312176,12.061538461538461,3.628360134073101,0.011393308639526367,12.685551643371582,,
4752,4.209475,0.53719074,12.184615384615384,3.626733299224199,0.009932756423950195,12.683353424072266,,
4800,4.2150383,0.5238444,12.307692307692308,3.625088572690706,0.010369539260864258,20.795194149017334,4.3114953,0.5093149
4848,4.210933,0.5308431,12.430769230769231,3.6234259710349987,0.010185718536376953,12.685467004776001,,
4896,4.196488,0.52978516,12.553846153846154,3.621745510999457,0.010350942611694336,12.690871715545654,,
4944,4.1960254,0.5388997,12.676923076923076,3.620047209506299,0.010151863098144531,12.688775539398193,,
4992,4.1966157,0.5497233,12.8,3.6183310836573988,0.010711193084716797,12.689425230026245,,
5040,4.202828,0.53841144,12.923076923076923,3.6165971507341266,0.010363340377807617,12.68258261680603,,
5088,4.201515,0.5415039,13.046153846153846,3.6148454281971634,0.011937379837036133,12.687728881835938,,
5136,4.212854,0.52197266,13.169230769230769,3.61307593368634,0.010003328323364258,12.678799629211426,,
5184,4.194654,0.54052734,13.292307692307693,3.6112886850204444,0.010111093521118164,12.68797254562378,,
5232,4.193651,0.5442708,13.415384615384616,3.6094837001970532,0.010234594345092773,12.685107707977295,,
5280,4.214298,0.5357259,13.538461538461538,3.607660997392341,0.010004520416259766,12.68108582496643,,
5328,4.197148,0.538737,13.661538461538461,3.6058205949609023,0.009915828704833984,12.68591022491455,,
