t,train_loss,train_acc,train_epoch,lr,data_time,it_time,test_loss,test_acc
100,4098.0595703125,0.505497395992279,2.0408163265306123,0.09987625,0.3415093421936035,27.656426191329956,,
200,3759.375732421875,0.5015580654144287,4.081632653061225,0.09975125000000001,0.08071684837341309,24.447983026504517,,
300,3821.7060546875,0.49873587489128113,6.122448979591836,0.09962625000000001,0.07916593551635742,24.142289876937866,,
400,4052.048095703125,0.5014992952346802,8.16326530612245,0.09950125,0.08051776885986328,24.64799737930298,,
500,4277.53271484375,0.5032729506492615,10.204081632653061,0.09937625,0.08086109161376953,24.358697414398193,,
600,3744.530517578125,0.5021460652351379,12.244897959183673,0.09925125000000001,0.0805966854095459,24.404439210891724,,
700,3939.742431640625,0.5001862049102783,14.285714285714286,0.09912625000000001,0.08083748817443848,24.51859450340271,,
800,3672.406494140625,0.5045566558837891,16.3265306122449,0.09900125,0.08015942573547363,24.247562885284424,,
900,3779.03369140625,0.5013915300369263,18.367346938775512,0.09887625,0.07953333854675293,24.13560962677002,,
1000,4021.683349609375,0.502008855342865,20.408163265306122,0.09875125000000001,0.07837080955505371,27.835604190826416,4728.5615234375,0.498199999332428
1100,3589.7529296875,0.5021754503250122,22.448979591836736,0.09862625000000001,0.07960295677185059,24.149110794067383,,
1200,3657.236328125,0.4988926649093628,24.489795918367346,0.09850125,0.07949209213256836,24.13666844367981,,
1300,3880.573974609375,0.5030279755592346,26.53061224489796,0.09837625,0.0797584056854248,24.135061740875244,,
1400,3806.207275390625,0.5031358003616333,28.571428571428573,0.09825125000000001,0.07878708839416504,24.136603593826294,,
1500,3684.9072265625,0.5011857151985168,30.612244897959183,0.09812625000000001,0.07921314239501953,24.140915393829346,,
1600,3925.154296875,0.5001665949821472,32.6530612244898,0.09800125,0.0794370174407959,24.13539433479309,,
1700,3794.0361328125,0.50307697057724,34.69387755102041,0.09787625,0.07936573028564453,24.127036809921265,,
1800,3831.92724609375,0.502685010433197,36.734693877551024,0.09775125000000001,0.08111143112182617,24.133825302124023,,
1900,4057.65478515625,0.49902987480163574,38.775510204081634,0.09762625000000001,0.07870078086853027,24.13237977027893,,
2000,4024.625,0.5052916407585144,40.816326530612244,0.09750125,0.08001446723937988,26.701517343521118,2273.61083984375,0.4681999981403351
2100,3928.226318359375,0.502557635307312,42.857142857142854,0.09737625,0.08005690574645996,23.95521831512451,,
2200,3816.227294921875,0.5081530213356018,44.89795918367347,0.09725125000000001,0.0797271728515625,23.941726446151733,,
2300,3954.049072265625,0.5032435655593872,46.93877551020408,0.09712625000000001,0.07973527908325195,23.94617462158203,,
2400,3709.746826171875,0.5047134757041931,48.97959183673469,0.09700125,0.0791163444519043,23.95179533958435,,
2500,3791.990966796875,0.49882206320762634,51.02040816326531,0.09687625,0.07920169830322266,23.909990549087524,,
2600,3744.6494140625,0.5027536153793335,53.06122448979592,0.09675125000000001,0.07924199104309082,23.94564700126648,,
2700,3910.093994140625,0.5031651854515076,55.10204081632653,0.09662625000000001,0.08009099960327148,23.945353507995605,,
2800,3557.726318359375,0.5011563301086426,57.142857142857146,0.09650125000000001,0.07878994941711426,23.95295810699463,,
2900,3620.98291015625,0.5073102712631226,59.183673469387756,0.09637625,0.07930684089660645,23.94980549812317,,
3000,3666.6904296875,0.50188148021698,61.224489795918366,0.09625125000000001,0.07941913604736328,26.400541305541992,3941.899169921875,0.5343999862670898
3100,3805.547119140625,0.5040765404701233,63.265306122448976,0.09612625000000001,0.0800783634185791,23.94153118133545,,
3200,3666.133544921875,0.4971875846385956,65.3061224489796,0.09600125000000001,0.07982087135314941,23.947473764419556,,
3300,3716.29541015625,0.502949595451355,67.34693877551021,0.09587625,0.07920670509338379,23.940757513046265,,
3400,3652.92724609375,0.5035081505775452,69.38775510204081,0.09575125000000001,0.07995128631591797,23.94137215614319,,
3500,3438.014404296875,0.5026360154151917,71.42857142857143,0.09562625000000001,0.08048820495605469,23.93786907196045,,
3600,3424.055419921875,0.4994414448738098,73.46938775510205,0.09550125000000001,0.07981371879577637,23.951367139816284,,
3700,3502.9404296875,0.5028613805770874,75.51020408163265,0.09537625,0.07947063446044922,23.950894117355347,,
3800,4058.1162109375,0.5013816952705383,77.55102040816327,0.09525125000000001,0.07908082008361816,23.947877883911133,,
3900,3466.871337890625,0.4969426095485687,79.59183673469387,0.09512625000000001,0.07930564880371094,23.951260805130005,,
4000,3599.8359375,0.505761981010437,81.63265306122449,0.09500125000000001,0.0796821117401123,26.39135217666626,2908.703369140625,0.5663999915122986
4100,3385.5615234375,0.49939244985580444,83.6734693877551,0.09487625,0.07926321029663086,23.945512056350708,,
4200,3780.753662109375,0.4997648298740387,85.71428571428571,0.09475125000000001,0.07939267158508301,23.95161509513855,,
4300,3699.12060546875,0.501489520072937,87.75510204081633,0.09462625000000001,0.07927584648132324,23.952835083007812,,
4400,3690.90283203125,0.50376296043396,89.79591836734694,0.09450125000000001,0.07907748222351074,23.950103521347046,,
4500,3581.7275390625,0.49988240003585815,91.83673469387755,0.09437625,0.07944488525390625,23.94237470626831,,
4600,3912.3896484375,0.5073201060295105,93.87755102040816,0.09425125000000001,0.07876706123352051,23.943777799606323,,
4700,3633.086669921875,0.501205325126648,95.91836734693878,0.09412625000000001,0.07815337181091309,23.953088998794556,,
