t,train_loss,train_contrast_acc,train_epoch,lr,data_time,it_time,test_loss,test_contrast_acc
48,5.16861,0.02758789,0.12307692307692308,0.39916839916839947,2.0583925247192383,15.175213098526001,,
96,4.816507,0.06575521,0.24615384615384617,0.7983367983367989,0.009545564651489258,11.350181579589844,,
144,4.695111,0.09562174,0.36923076923076925,1.1975051975051982,0.00966644287109375,11.343275785446167,,
192,4.651556,0.11002604,0.49230769230769234,1.596673596673597,0.009654521942138672,11.35007929801941,,
240,4.5948315,0.14664714,0.6153846153846154,1.9958419958419957,0.009700775146484375,11.35224723815918,,
288,4.543164,0.16479492,0.7384615384615385,2.395010395010394,0.009638786315917969,11.356302499771118,,
336,4.5337863,0.17171223,0.8615384615384616,2.794178794178791,0.00982809066772461,11.372284412384033,,
384,4.5246243,0.16560872,0.9846153846153847,3.193347193347186,0.00973057746887207,11.358622550964355,,
432,4.51051,0.19482422,1.1076923076923078,3.592515592515585,0.012083292007446289,11.35329532623291,,
480,4.494573,0.193278,1.2307692307692308,3.991683991683983,0.009688615798950195,11.36927604675293,,
528,4.48599,0.2113444,1.353846153846154,3.999990251223124,0.009798288345336914,11.379177808761597,,
576,4.4682336,0.22501628,1.476923076923077,3.999960364937295,0.009776830673217773,11.372808933258057,,
624,4.425262,0.24682617,1.6,3.9999103390728017,0.009958505630493164,11.371443271636963,,
672,4.4557037,0.26416016,1.7230769230769232,3.9998401741334053,0.009784936904907227,11.362414836883545,,
720,4.4372725,0.27734375,1.8461538461538463,3.999749870825665,0.0098724365234375,11.362463474273682,,
768,4.4295106,0.28059897,1.9692307692307693,3.999639430058933,0.010785579681396484,11.38478684425354,,
816,4.4153895,0.30069986,2.0923076923076924,3.9995088529453495,0.01218724250793457,11.387213468551636,,
864,4.419737,0.2956543,2.2153846153846155,3.9993581407998215,0.010033130645751953,11.385124921798706,,
912,4.446047,0.2998047,2.3384615384615386,3.9991872951400196,0.009979724884033203,11.380232810974121,,
960,4.4127827,0.31526694,2.4615384615384617,3.998996317686358,0.01011514663696289,11.383192777633667,,
1008,4.422396,0.32014975,2.5846153846153848,3.9987852103619805,0.009929656982421875,11.385209798812866,,
1056,4.421551,0.31591797,2.707692307692308,3.998553975292731,0.010455608367919922,11.466722249984741,,
1104,4.424156,0.32356772,2.830769230769231,3.9983026148071463,0.009763479232788086,11.37076473236084,,
1152,4.4272904,0.34073892,2.953846153846154,3.9980311314364214,0.00986790657043457,11.333905696868896,,
1200,4.4294295,0.34179688,3.076923076923077,3.997739527914395,0.011227846145629883,11.333317995071411,,
1248,4.4194894,0.33251953,3.2,3.997427807177509,0.009583473205566406,11.329986333847046,,
1296,4.4300213,0.3516439,3.3230769230769233,3.997095972364785,0.009641647338867188,11.338348388671875,,
1344,4.431403,0.34480795,3.4461538461538463,3.9967440268178,0.00962066650390625,11.32874608039856,,
1392,4.4630723,0.3630371,3.5692307692307694,3.9963719740806405,0.009731531143188477,11.337077140808105,,
1440,4.4093404,0.35131836,3.6923076923076925,3.9959798178998738,0.009646892547607422,11.325261116027832,,
1488,4.431096,0.3565267,3.8153846153846156,3.9955675622245073,0.009629964828491211,11.3331618309021,,
1536,4.4608035,0.3568522,3.9384615384615387,3.9951352112059504,0.01063847541809082,11.33142375946045,,
1584,4.411378,0.37296548,4.061538461538461,3.9946827691979734,0.010995626449584961,11.334633827209473,,
1632,4.4078784,0.35742188,4.184615384615385,3.994210240756665,0.009629249572753906,11.331030368804932,,
1680,4.434277,0.3658854,4.3076923076923075,3.9937176306403788,0.009712696075439453,11.322413921356201,,
1728,4.442551,0.3680013,4.430769230769231,3.993204943809693,0.01110529899597168,11.44448733329773,,
1776,4.4631257,0.37174478,4.553846153846154,3.9926721854273617,0.01469731330871582,12.154810905456543,,
1824,4.43922,0.37589517,4.676923076923077,3.992119360858251,0.011106491088867188,11.64491891860962,,
1872,4.40974,0.38077798,4.8,3.991546475669301,0.014106512069702148,12.310238361358643,,
1920,4.4218426,0.38883463,4.923076923076923,3.9909535356294583,0.009923219680786133,11.302452087402344,,
1968,4.4190764,0.38256836,5.046153846153846,3.9903405467096245,0.011255264282226562,11.307095527648926,,
2016,4.4325166,0.3918457,5.1692307692307695,3.9897075150825905,0.009833812713623047,11.314240217208862,,
2064,4.430738,0.3955892,5.292307692307692,3.9890544471229767,0.009825706481933594,11.309346914291382,,
2112,4.4084682,0.39632162,5.415384615384616,3.988381349407167,0.009798526763916016,11.31012773513794,,
2160,4.4388413,0.41967773,5.538461538461538,3.9876882287132513,0.01082921028137207,11.309391021728516,,
2208,4.4367695,0.42333984,5.661538461538462,3.9869750920209506,0.009701728820800781,11.304742336273193,,
2256,4.415947,0.42610678,5.7846153846153845,3.986241946511536,0.009937524795532227,11.305976629257202,,
