t,train_loss,train_contrast_acc,train_epoch,lr,data_time,it_time,test_loss,test_contrast_acc
48,5.560717,0.020833334,0.12276214833759591,0.39916839916839947,2.0399372577667236,15.058021783828735,,
96,5.161804,0.06193034,0.24552429667519182,0.7983367983367989,0.0037186145782470703,11.355961084365845,,
144,4.9699554,0.10498047,0.36828644501278773,1.1975051975051982,0.0065419673919677734,12.64421796798706,,
192,4.844771,0.13012695,0.49104859335038364,1.596673596673597,0.0038101673126220703,11.357939958572388,,
240,4.7789235,0.16113281,0.6138107416879796,1.9958419958419957,0.0040590763092041016,11.358869552612305,,
288,4.749653,0.15030925,0.7365728900255755,2.395010395010394,0.004306793212890625,11.357858657836914,,
336,4.7339754,0.1652832,0.8593350383631714,2.794178794178791,0.005860328674316406,11.52312707901001,,
384,4.7143993,0.17423503,0.9820971867007673,3.193347193347186,0.005129575729370117,11.365888595581055,,
432,4.6830387,0.18561351,1.104859335038363,3.592515592515585,0.006090879440307617,12.137939691543579,,
480,4.6892734,0.20060222,1.227621483375959,3.991683991683983,0.003838062286376953,11.29936933517456,,
528,4.667111,0.20735677,1.350383631713555,3.999990251223124,0.0038459300994873047,11.304399967193604,,
576,4.656499,0.21451823,1.473145780051151,3.999960364937295,0.0041046142578125,11.296565771102905,,
624,4.6550937,0.22631836,1.5959079283887467,3.9999103390728017,0.004374265670776367,11.302819728851318,,
672,4.639729,0.23274739,1.7186700767263428,3.9998401741334053,0.004004240036010742,11.301812648773193,,
720,4.6209064,0.2511393,1.8414322250639386,3.999749870825665,0.004147768020629883,11.297109842300415,,
768,4.6356606,0.2487793,1.9641943734015346,3.999639430058933,0.0039615631103515625,11.307290315628052,,
816,4.601014,0.26238516,2.0869565217391304,3.9995088529453495,0.005704402923583984,11.216845035552979,,
864,4.592464,0.27888998,2.209718670076726,3.9993581407998215,0.0041201114654541016,11.292617559432983,,
912,4.590215,0.27392578,2.3324808184143224,3.9991872951400196,0.004159688949584961,11.306598663330078,,
960,4.605449,0.27522787,2.455242966751918,3.998996317686358,0.0045413970947265625,11.304946184158325,,
1008,4.5965266,0.2878418,2.578005115089514,3.9987852103619805,0.00475001335144043,11.308233976364136,,
1056,4.5898414,0.27945963,2.70076726342711,3.998553975292731,0.005089282989501953,11.317793130874634,,
1104,4.580944,0.2886556,2.823529411764706,3.9983026148071463,0.004723787307739258,11.304015874862671,,
1152,4.5584884,0.3116862,2.946291560102302,3.9980311314364214,0.004778623580932617,11.306785106658936,,
1200,4.5607705,0.30848098,3.0690537084398977,3.997739527914395,0.0062329769134521484,11.224771976470947,,
1248,4.566513,0.30932617,3.1918158567774935,3.997427807177509,0.004515886306762695,11.305222511291504,,
1296,4.5636506,0.316569,3.3145780051150897,3.997095972364785,0.004555463790893555,11.300892114639282,,
1344,4.569813,0.3190918,3.4373401534526855,3.9967440268178,0.00413060188293457,11.304585933685303,,
1392,4.5662675,0.33561197,3.5601023017902813,3.9963719740806405,0.004148721694946289,11.296852111816406,,
1440,4.5520215,0.34757486,3.682864450127877,3.9959798178998738,0.0041942596435546875,11.308423519134521,,
1488,4.5477715,0.34920248,3.8056265984654734,3.9955675622245073,0.004550933837890625,11.419925212860107,,
1536,4.558435,0.35253906,3.928388746803069,3.9951352112059504,0.003996849060058594,11.266355276107788,,
1584,4.5359817,0.351624,4.051150895140665,3.9946827691979734,0.0056607723236083984,11.185329675674438,,
1632,4.5246882,0.36108398,4.173913043478261,3.994210240756665,0.004248857498168945,11.267187118530273,,
1680,4.563225,0.34757486,4.296675191815857,3.9937176306403788,0.0039215087890625,11.26406478881836,,
1728,4.5506597,0.35750327,4.419437340153452,3.993204943809693,0.0039920806884765625,11.263478517532349,,
1776,4.5452476,0.36735025,4.542199488491049,3.9926721854273617,0.003964900970458984,11.264066934585571,,
1824,4.5420327,0.37239584,4.664961636828645,3.992119360858251,0.004923343658447266,11.27019214630127,,
1872,4.5424075,0.37174478,4.78772378516624,3.991546475669301,0.0046749114990234375,11.267199039459229,,
1920,4.5294614,0.38452148,4.910485933503836,3.9909535356294583,0.0051686763763427734,11.272006034851074,,
1968,4.5187154,0.39279854,5.033248081841432,3.9903405467096245,0.006101369857788086,11.180508375167847,,
2016,4.5592785,0.3582357,5.156010230179028,3.9897075150825905,0.004591226577758789,11.266249656677246,,
2064,4.525831,0.38061523,5.278772378516624,3.9890544471229767,0.0044786930084228516,11.26080870628357,,
2112,4.532429,0.38891602,5.40153452685422,3.988381349407167,0.004908323287963867,11.265110492706299,,
2160,4.5460258,0.38842773,5.524296675191816,3.9876882287132513,0.004462242126464844,11.257395505905151,,
2208,4.5275536,0.3959961,5.647058823529412,3.9869750920209506,0.00468754768371582,11.262338161468506,,
2256,4.5156665,0.40120444,5.7698209718670075,3.986241946511536,0.00458836555480957,11.2652268409729,,
2304,4.5441346,0.39811197,5.892583120204604,3.9854887995677806,0.004595756530761719,11.264532327651978,,
2352,4.51994,0.414042,6.015345268542199,3.984715658773862,0.006007194519042969,11.18427848815918,,
2400,4.5211024,0.410319,6.138107416879795,3.983922531915304,0.003906726837158203,11.268998861312866,,
2448,4.5275626,0.41097006,6.260869565217392,3.983109426978883,0.003957033157348633,11.259450912475586,,
2496,4.5349965,0.41463217,6.383631713554987,3.9822763521525566,0.0037317276000976562,11.258395195007324,,
